artcle_title,text
【閒聊】每日負能量,悲傷阿萊桑鎮樓 只要是負面的想法 這裡都歡迎你 盡情分享並宣洩吧 5/1 每個人都是生活的傀儡，偶爾的意外不過是造成悲劇的開端。
【問題】音速小子遊戲是不是3最紅阿?,如題 跟越南大戰一樣 大家只會想到三代
【情報】原本想說戒吃炸物,結果剛剛去seven買東西的時候順手就拿了一包炸ㄉ 而且還是走回家的路上才想到
【情報】陳柏惟退出台灣基進 蔡其昌：已邀加入競選團隊,2022/7/1 中央社記者郝雪卿台中1日電）前台灣基進立委陳柏惟宣布退出台灣基進，立法院副院長蔡其昌今天表示，在獲徵召參選台中市長後，就邀請陳柏惟加入競選團隊也獲同意，至…
居買的屁眼,每有一個人進入居買的屁眼，他就會像上圖一樣高潮。
【情報】他花40萬買NFT「永恆王」終身免停車費，突「撤站」秒傻眼,https://www.ettoday.net/news/20220630/2284121.htm 2022年06月30日 15:14 台灣iParking發布2千張NFT（非同質化代幣），每張鑄造價格為0.5ETH（以太幣），其中有10%的機率可以抽中終身免費停車的「永恆…
【心得】個人(隆乳♂)紀錄 過半年 更新303樓 德文情人湖,手機排版 20樓個人推特 24樓細肩帶背心 25樓內衣照眼鏡版本 43樓雷姆兔女郎COS 49樓往旗山老街裝扮 52樓真姬舞孃覺醒COS 54樓內衣 58樓cos真姬夏色泳裝 120樓內衣照R3 152-153樓新服裝LLAS藍…
【閒聊】小偷警報！小偷警報！！,小偷警報！小偷警報！！
【閒聊】有沒有在學日文的 歡迎一起討論,如題 小弟本科系出身啦 最近比較閒 想說有學日文的朋友需要幫助的可以討論一下 我有空都會回 如果問一些什麼器官部位或是片名的就免了，自己去GOOGLE 更 248樓有我的個人閒聊，…
【心得】我突然好奇，連體嬰去吃到飽會怎麼收費,胃只有一個，但是有兩個頭，兩個人的意識
【情報】Overlord 第四季第一集預告,
【問題】幫助罪犯/通緝犯是不是犯法？,1. 當然不是指一般的幫助啦。我是想問，要是罪犯路過叫你給他一杯水，這算是幫助嗎？ 好，上面的可能也太過低級。 2. 那要是一幫搶劫犯叫你幫忙拍直播，到各個平台播出搶劫犯…
【其他】再一個半小時就要播出租女友第二季了,真是期待
【情報】6/30 半夜歌串一人一首,魔物獵人崛起的大型資料片《破曉》上線啦~ 剛開遊戲就多一大堆有的沒的 頓時感到訊息過載 不過能夠在第一時間就參與更新還是很興奮的 上一代《世界》都已經退燒了一陣子 我才…
【情報】你們有看過這個在Google Maps上自由的男人嗎？,
【情報】陳柏惟退黨　基進黨主席：他不是母雞 黨不追求個人主義,台灣基進前立委陳柏惟昨天宣布退黨，引發政壇討論，對此，基進黨主席陳奕齊今天(1日)受訪時表示，陳柏惟是台灣基進夥伴，並非母雞；他強調，政治應以政黨價值為核心，並非個…
【討論】旦亞造葡萄,
日本選舉期間 一些分享,最近要議員選舉 四處都架起了 候選人看板 政治人物的 宣傳車 今天下午在車站走路，要去買菜 突然發現走在旁邊的人沒手沒腳 是搭著高高ㄉ電動輪椅，跟在我旁邊一起移動 原本以…
【密技】黑爆氣流斬,11:05開始
【寶拉】台灣男星性騷擾韓國男團成員被舉報？拉出知名明星曝出娛樂圈性騷擾內幕,圖中為韓國男團TXT成員合照，左至右分別為泰賢、秀彬、休寧凱、然竣、範奎 韓國男團TXT因成員獨特個人魅力以及歌曲質量出道至今都吸引了很多粉絲，而他們在3月11號在社交平台…
大奶和,
【問題】蝙蝠在睡覺,上班時在公司倉庫發現到 好像是睡死了 不知道有沒有病毒在身上
【問題】SONY到底是怎麼從家用遊戲機龍頭到現在變成SJW的傀儡阿,SONY這幾年也不知道怎麼了 整天聽那些出張嘴又不花錢買遊戲的SJW團體的話隨他們擺佈 然後遊戲生不出來 獨佔遊戲一個一個上PC 然後性能還比不上隔壁天蠍 PS5出快兩年了還沒什麼遊…
【情報】噁心員工、抹黑各繪師包括國中生、仙界大濕，可洛洛遊戲工作室的老闆在各地燒起來了,場外原串，因為沒人所以我再發一篇 https://forum.gamer.com.tw/C.php?bsn=60076&snA=6473756&last=1#down 懶人包： 做過IP〈府城少女〉的公司，前可洛洛員工昨天發表漫畫《來去遊戲工作室工作個…
【問題】同時被君島美緒和篠田優榨精是什麼感覺啊,RT
【問題】大便的時候怎麼叫？,我都咦咦叫
【心得】該睡覺了孩子們(二週年了 怕),對就是你 我要來每日提醒你各位給我早點睡 真的快睡ㄛ 快點ㄛ
【情報】JK與貓咪,
【閒聊】一個人嗑20塊麥克雞塊,
我有外貌焦慮（負面慎入）,我長好醜 從來沒人稱讚過我得長相 常常聽到別人說我長得不好看 我好自卑 現在出門要戴口罩我才比較安心 但我越來越怕把口罩拿下來 以後如果口罩解禁了 我大概還是會繼續戴吧…
【閒聊】今天我生日,今天終於輪到我生日~~感動 雖然依舊邊緣又運氣差，但過屬於我出身的專屬生日還是要開心一下~~ 也祝同一天生日的各位巴友們生日快樂~~ 有個小小願望，幫我找看看同一天（7/2）生…
【攻略】7月奶子串,
【情報】恩恩爸：不認為新北會將完整報告提交中央 將加速法律行動,中廣新聞網 2022年6月30日 週四 上午5:03 新北市中和區2歲男童「恩恩」在Omicron疫情期間，確診後轉重症，經衛生福利部雙和醫院及台大醫療團隊搶救仍不治。恩恩爸爸於5月29日於臉書…
【討論】酒後搭電梯被夾頸「壯男痛毆老翁」　友軍火速支援...阿北逆轉勝,記者鄧木卿∕台中報導 2022年07月01日 15:21 台中市寧夏路一幢大樓，從地下室到12樓全是酒店，80歲的洪姓男子日前凌晨2點多，從12樓搭電梯下樓，電梯停在5樓時，25歲的胡男等人走進…
【認真】場外人在打工的時期有想過未來想幹嘛嗎？,如題雖然家裡經濟情況不錯不需要打工貼錢 但是被問到暑假怎麼不去打工，之後被問到有沒有想到以後做什麼工作的時候 我仔細回想了自己的人生 從小到大我只希望自己開心生活就…
【閒聊】寶拉文的大量崛起,最近怎麼寶拉文如雨後春筍般重生啊，而且每個都好有創意喔。場外文藝復興正式啟動
【問題】牙套狗幹貴 但還是很多人在戴,雖然很多人在學生時代爸爸媽媽就主動幫他們出錢了
17元煮一大鍋！正妹3招神複製「摩斯紅茶」　網讚：喝爆,報導連結 2022/07/01 20:13:00 生活中心∕許元馨報導 速食店摩斯漢堡的紅茶評價相當高，更被PTT鄉民票選為「紅茶店的霸主」，近日就有網友分享，自己在家就能煮出類似摩斯紅茶茶味…
【閒聊】這裡是高級住宅區，只有巴幣60萬以上的有錢人能入住,本社區有嚴密的社區守衛系統 每戶皆配有露天泳池、空中花園 寧靜別墅社區、恬靜山間宅邸、如入詩意情境 提供住戶舒適、自在的居住體驗 為了維護社區品質 不到60萬巴幣的窮人…
【密技】這是躺著演湊嗎,這個六花的聲優 真接躺在上面 動圖是躺著還在扭動 到底是怎麼表演 太累嗎 這樣躺著觀眾還看的到嗎
【閒聊】佐助幹嘛不出來選立委？,宇智波佐助 小時候是被暗部的團藏和三代火影猿飛聯合密謀屠村 找的還是宇智波鼬下的手，根本是政治策略算計下的犧牲者 團藏因此得到一整隻手的寫輪眼 三代目火影則穩固了政…
【問題】如果KMT連現在違憲的立法都不敢帶領街頭抗議的話  那真的活該下去,可悲的一群藍色小精靈 真的是0戰鬥力 題材都準備好了 裝備也都到場了 每個人都跟鵪鶉一樣只會躲在立法院的角落哭哭 不然就是過去對岸拍抖音刷存在感 笑死 KMT的選票是在對面484…
看到一個不知名的女優 那個騎乘術直接讓男優唉唉叫,撐住啊！
【問題】客運要怎搭阿？急！,國光那類的 要怎麼搭== (一定會有一個轉運站在那下車ㄇ 還是跟一般的公車一樣路旁就有站牌了？) 位置大嗎 沒搭過客運 謝謝
【心得】每天逼自己更新轉學考進度,上學期+寒假讀過頭 這學期變得有點散漫 最後2個月每天逼自己更新讀書進度 順便回想今天幹了什麼 目標:清大資工  5/09 微積分:5小時 計概:1小時 英文:2小時 微積分 今天重看Stoke定理…
【密技】每天深夜來一首日文歌,
【D4DJ】場外D4DJ塔二代 2/14有hololive連動活動 好油喔peko,氣死 舊大樓太久沒推直接被巴哈拆掉 然後我還找不到大樓遺址 複製我自己編輯的作品介紹內容應該不算抄襲ㄅ Dig delight direct drive DJ 簡稱 D4DJ，是武士道於 2019 年春季提出的新企畫…
【情報】更新通知 出租女友 第二季上架了,RTT
【複習】揮別過去！閃亮亮突宣布重大消息：接下來的路交給妳了,周嘉茹 2022年6月30日 網紅閃亮亮。（圖∕翻攝自閃亮亮臉書） 因為賣紅豆餅爆紅的網美「閃亮亮」過去有過不少風波，除了和男友的私密片遭流出，還被捲入網紅小玉販賣的「換臉…
【討論】來這串放上你目前擁有的耳機好夥伴吧,前言(2021修改版)： 請各位毋在此以價論聲(除了Beats、49101、各式移動式燈具等)，這只是耳機暨使用分享串，而不是專版爭議串。耳機的價值是主觀認知，請各樓層互相交流時尊重彼…
【問題】黑袍這季應該不會結局了,用動畫表現那段好屌 終於能看到黑俠打S3大結局了嗎
【心得】再廚一下總組長,https://www.pixiv.net/artworks/90235657 https://www.pixiv.net/artworks/89486335
【俺妹】我的妹妹哪有這麼可愛 07/01,
にじさんじ彩虹串,轟京子 Twitter Youtube 成員：https://www.nijisanji.jp/members 日程表：https://www.itsukaralink.jp/ 多窗工具：https://niji-mado.web.app/home 非公式wiki: https://wikiwiki.jp/nijisanji/#header 場外相關大樓: 鈴原るる…
【情報】7月辭職選桃市　林智堅：「落跑市長」不是傷痕而是勳章,2022年06月30日 14:25 記者呂晏慈∕台北報導 新竹市長林智堅上週被徵召參選桃園市長，挨批「落跑市長」，不過，林今（30日）接受網路節目專訪時表示，「我覺得那是一個傷痕，那是…
【寶拉】虛弱奶貓獲救變成家中活寶，拉扯衣角求抱抱，網:「我冰冰冷冷的心都融化了」,這只小奶貓只有六周大，牠被前主人放棄在洛杉磯的一個門廊上，路人發現牠的時候，牠正趴在地上哭泣。路人順著哭聲發現了牠，知道這只小貓需要幫助。 他第一時間通知可救助…
【心得】場外機械鍵盤分享串 #DC群創好ㄌ,總之掉進了鍵盤坑了，來分享你ㄉ鍵盤ㄅ 樓主本身比較走客製化的方向 但是客品牌鍵盤也可以拿出來討論喔  場外鍵盤串DC 電梯 #27 DC60電泳白殼 #32 RM.6套件 #47 DISCIPLINE 65%客製化套件…
【漫畫】可以看看我的漫畫嗎？欸嘿嘿~,安安，我今年鼓起勇氣參加了acg創作大賽喔~ 是個沒有大ㄋㄟㄋㄟ，也沒有美少女的怪怪漫畫呢！ 雖然沒有這些香香ㄉ東西，但還是想分享給大家看看捏~ 以下開始貼圖喔，因為頁數…
【問題】人的極限要如何突破,如題
【歌曲】雖然我不是音樂家，但是這聽起來不錯對吧？,
【其他】咪啪,
【閒聊】這位是凱留嗎？,作者 這誰？
【閒聊】問個佛法，大乘佛法跟小乘佛法差在哪？,那為何又要有大乘佛法跟小乘佛法的差別？ 沒有大乘佛法還能有小乘佛法嗎？
【閒聊】魔都精兵終於更新了！！,等得我好苦啊！！！ 又有新的奶子可以露了！！！
看到這篇文就代表你被企鵝盯上ㄌ,已經沒有地方可以逃ㄌ
【閒聊】各位，來分享你那邊ㄉ網咖價格,如題 最近電腦壞掉暑假沒事重溫了10年沒去的網咖- 小弟在台南領航者永康店3小105有暢飲 比小時候貴了不少 不知道各位巴友家裡附近的網咖附近價位都多少呢?
【問題】中國的3*M不是盜版遊戲平台嗎,怎麼一些中國混的蠻大 來YT開頻道的YTR會跟他們合作
【問題】已售出649,真的假的，場外有人買過嗎
【問題】靜香 一起去看電影?,
【問題】正常一天要睡多久時間才夠？,八個小時嗎？
【情報】柯志恩打得過陳其邁？最新網路民調曝光,2022/06/23 國民黨智庫執行長、前立委柯志恩被外界點名可能代表藍營參選高雄市長，國民黨高雄市議員陳美雅更認為，柯個人形象清新且是學者出身，有擘畫、規劃願景能力，再加上…
【情報】藍天藍白雲天,
【心得】來記錄大家的靈魂之友，tulpa大樓記錄串 416樓對話教學（1/13 進化了?）,9越來越多人也開始記錄起自己的tulpa了 改成大樓串來用吧 任何人都可以來發表自己的tulpa記錄 甚麼是Tulpa? 你是否幻想過一個無話不談的朋友呢？ 一個真正了解你，可以全心全意相…
【密技】測水溫,看看版務會不會ㄅㄑ
【其他】如果你是這張庫洛牌的擁有者 你會怎麼把這張修改功能與效果但又不至於逆天理,那個白色部分是我的姓名貼紙
【討論】諸葛凱留是真實存在的人物嗎 還是虛構的啊,他那些典故是真的嗎 什麼三顧美食殿堂 蘭德索爾三分 揮淚親佑樹 還是凱留演義裡面渲染的啊 應該讀凱留志會比較真實?
【討論】來開個戰雷(War Thunder)每日推廣串,有鑒於戰車世界在台灣比戰爭雷霆有名 所以小弟在這裡推薦大家一款戰爭遊戲 希望喜歡二戰~冷戰的巴友可以試試 雖然一開始對新手不太友善 不過如果堅持下去的話一定可以會喜歡…
【密技】動漫通題目 求解,
【情報】國際唐氏症組織推出了第一個唐氏症虛擬網紅,國際唐氏症組織推出了世界上第一個罹患唐氏症的虛擬網紅 長相是由100個唐氏症女性長相拼湊出來的 這個虛擬網紅叫做Kami是Kamilah的簡稱 Kamilah這個名字是阿拉伯來的意思是完美 我…
【閒聊】27歲才談戀愛會不會太晚阿,你們覺得呢！？
【密技】別管內褲了，疫情好悶來聊天吧w,RT突然想到動漫裡用內褲摺蝴蝶結 身為變態女子高中生 怎麼可以不親自嘗試！！！！ 於是就用自己的內褲做做看ww 被反應要加遮蔽圖，一直強暴大家的版面 我表示非常抱歉 製作方…
【心得】場外認真起來可以推五年文？,別笑死人了 這篇文五年後還能在 我直接在北部辦網聚 所有費用我出 ㄏㄏ
【問題】剛剛去家門口抽菸 看到隔壁阿姨只穿內衣就跑出來,還跟我說 弟弟天氣真的很熱吼 雖然有點小肚肚 不過我還是勃起了 ：）
【討論】哪一國的關羽最強啊？,？？？
【情報】露西婭還被前男友爆料（真實性不確）,雖然現在才看到 慢了一天 不過版上沒看到有人在說就貼來給大家看 1. 高3的時候就不是處女了 2. 愛愛的時候是條死魚 3. 當過酒店小姐 4. 不會說holo其他成員的壞話 （感覺我理解錯誤…
【情報】霸主真的是童心未泯啊~~~,唐唐一個快40歲的中年人 跑到小孩子的遊樂區搶小孩子的遊樂器材玩 而且還玩得還很開心 想到就為漢樁、炳堂、建勛、小翠兒感到難過 公主道車神...屎袋哥哥 豬都有對象...過的還…
【問題】北部有什麼潛水店嗎？,Rt
【閒聊】場外南華大學串,我是今年要進去的大一新人想說沒看到南華的串就自己開一個 希望能在場外遇到南華的學長姐
【情報】女coser偷吃攝影師性愛畫面「沒剪乾淨」　被甩哀怨：交往早知這是我興趣,一名兼職大尺度cosplay已經5年多的女coser，前晚在「匿名公社」發文，表示自己因為「失誤」，與攝影師到汽車旅館拍照時上了床，還用2台攝影機拍下過程，事後影片沒剪乾淨，不小…
【問題】當房東的話你們會給房客用好的東西嗎,像是全新的省電名牌變頻冷氣，大螢幕電視，高級床墊，氣密窗等 會嗎 還是給堪用的就好了
【討論】如果跟中國統一，可以任幹展場嫩模，各位可以嗎？,如題 如果跟中國統一 可以任幹展場嫩模 各位可以接受嗎？
【閒聊】一人說一個無關緊要的小知識,rt 肯德基跟必勝客是同一間公司
【大樓】場外超人大樓  真超人熱烈上映中！Decker快將播放…,Decker開播前的先行PV 真超人的正式預告 Episode Z 新預告 超級銀河格鬥：命運的衝突預告 本大樓看板角色：飛鳥真/超人Dyna、羽次郎 在進入本大樓前，別忘了跟他們打招呼哦！ 歡迎來…
【問題】明天重機寶寶們就要上國道了。 ( 理性討論 ),你支持重機上國道? 還是反對? 我反對ㄅ 國道不是給重機飆車的地方 連市區路段 有小孩會過的地方都能催油門飆一下的族群真的沒什麼好信賴的
【認真】要組新電腦的來! 都來!!(目前到第1366頁)  麻煩先看清楚1樓內文,報出你的預算跟用途 窩盡我所能幫你開單 需要搭配作業系統請說一聲 以上  作業系統要的話 麻煩順便說 現在系統只有WIN10  你給我的價格 我會盡量給你最大的效用 全開每人定義不…
【問題】西門捷運站怎麼整個被改造成賽馬場,這是什麼文化侵略嗎 阿我要去哪裡才能領到五百
【問題】凱留生氣到可以在頭上煮東西那動圖好可愛喔,有其他類似的嗎？
【心得】別想打開大手門,擊敗快讓我過好不好
【問題】吃苦的男人最帥...？,首抽UR還發這種文是？
"【閒聊】嘟嘟嚕~這是我的大樓，順便推""這部""動畫啦",這是我的大樓 我要每天蓋 誰都不能阻止我! 目標4年= =大學畢業ㄅ 閒人進來取暖ㄅ 畢竟好冷啊 ——————————————————————— 3/25 冷屁冷 最近開始熱起來了啦…
【心得】生活越來越過不去了,便當統一85元起跳 我吃一個都只有7.8分飽 月薪也沒有跟上物價 生活怎麼這麼苦
【情報】原神有後台專門偷個資,千萬別碰
"【心得】七月的天氣這樣炎熱,要不要留在家裡打遊戲就好呢?","大概會熱死了 政府又一直說電力不足,叫大家省電 誰管他~在家裡吹空調,打遊戲是最爽的了 下面在七月25號晚上八點前回文的人 七月25號晚上11點,抽一位送2000元內的steam遊戲 讓你們在…"
【情報】瑟瑟,
【111統測串】,Rt DC統測群 感覺這屆人少到爆炸 是應屆的可以回個文 四技二專甄選入學招生簡章下載 https://www.jctv.ntut.edu.tw/enter42/apply/contents.php?academicYear=111&subId=183 聯合登記分發入學招生簡章下…
一人推一部動漫作品 神作推 糞作 噓,地球防衛少年
【閒聊】你們通常都是主動開啟對話的那個人嗎？,今天走在路上時 在思考一些事情突然就想到 印象中很少有朋友會主動聯繫我 而我本身又是一個不喜歡主動找人講話的人 所以就導致沒什麼人會跟我聊天 那我想問的是 如果想要有人…
【星槎】【輔導室】我想建一座大樓(9000樓了,每個人都希望在場外有一座宏偉的大樓，只要一天蓋一層，就會築成突破天際的巨塔。 希望大家可以聊聊天，說什麼也可以。 (#875提供，終於爆推了)
【討論】幹我他媽真的會笑死,RT
【閒聊】刀劍第二季是不是都沒有什麼星爆素材圖啊,rt
【討論】芒果外銷被支那國聲稱驗出確診....,阿新聞媒體跑去拍玉井市場 是什麼鬼？ 要外銷的芒果在外銷廠蒸熱處理後才出貨欸 退100步來講好了。 誰他媽的吃芒果不洗還帶皮一起吃的？ 圖為 非外銷芒果 本人在玉井市場裡做…
【閒聊】在組遊戲王牌組 問都問,
【閒聊】拿著雙刀的角色,
【攻略】拆樹屋,
【情報】拜託 再撐10分,
【討論】歌勢Vtuber大樓(表單內含333名V-5月11日)(RIOT MUSIC免費live),這是以歌勢V為中心而建的大樓 聚集了你可能不知道的歌勢V 想挖掘新的歌勢V這必定是頭號之選 規定 中之人，前世可以討論，不喜者請在此離開 不能討論任何與刀劍神域相關內容，…
【閒聊】1成資金玩股票.9成資金玩房產,我是不是在場外開示很多次了？ 房價現在還在up up 就跟我工作我壓力大 上場外1成時間找東西.9成時間發廢文舒壓一樣
【閒聊】《街角魔族》推廣大樓【第二季】2022-4月8號 開播！_(:3」∠)_,簡介有著細膩敘事(日常.劇情.伏筆.一次擁有)的奇幻日常系作品 5CH 2019 動畫票選 排名【第一】拉！ 這是魔族征服世界的第一步！ 所以《街頭魔族》到底是怎樣的作品 懶人包： 雖然…
【問題】如果在這裡放自己翻譯的梗圖和漫畫會有人看ㄇ,RT因為有在做點翻譯的東東 但是不知道要給誰看 聽說場外充滿人情味 可不可以看在我好邊緣的份上給點意見ㄋ 訂閱小屋獲得第一手更新情報： 還有個小小網站： 也可以去粉專按讚…
【其他】準高一無業遊民串,我先道歉QQ 因應學長姐們的要求加上之前一樓被折，學妹我還是自己出來開了一串 同屆的快點出來  等學校ingg ____ 倒數倒數倒數 瑞希ㄐㄐ帶小朋友幫我們加油ㄟ ㄌㄌㄌㄌ 各位+U 我…
【情報】獨家｜飼料廠再齊漲！2萬隻雞場每月多噴12萬　雞農怒譙農委會公平會沒路用,獨家｜飼料廠再齊漲！2萬隻雞場每月多噴12萬 雞農怒譙農委會公平會沒路用 2022/06/30 14：42 農委會主委陳吉仲常說照顧農民。資料照片 飼料廠又宣布漲價了，續3月底飼料每公斤漲0.5…
【閒聊】暗黑破壞神手遊台灣好像還沒上國外就過氣了.......,https://forum.gamer.com.tw/C.php?bsn=35531&snA=701&tnum=6 https://forum.gamer.com.tw/C.php?bsn=35531&snA=709&tnum=7 我準備好要大課500耶?
【閒聊】7/1 每日點兔,難民生活 Day552 id=81243299 @kusunoki5050 @Kina_x_Kina id=75452860 @spesiumbeam02 id=92025687 TVアニメ「ご注文はうさぎですか？ BLOOM」公式サイト 《請問您今天要來點兔子嗎?》 《請問您今天要來點…
【閒聊】重機仔去死一死好不好,每天半夜都在炸街 所以? 你睡覺別人就不能在外面騎車開車? ㄏㄏ 重機仔說的出這種話 對啦我知道有守法騎重機的 全台有幾個 可悲啊 重機就屁孩車啊 自以為一台十幾萬很貴大家都…
數妹妹,一個妹妹
【問題】不想離開捷運站 你可以試試,出站前讓錢包先過去
【討論】「3080Ti能應付至少5年內的任何新舊遊戲」 真假,RT
李龍輝和葉玫瑰復婚,場外的女神又離你們而去了 幹你娘口罩還戴反 龍輝下面好大一包喔
【討論】如果我的自我認同是原住民,可以獲得各種福利嗎 比如保障工作
【心得】進擊綜合症患者,一看到海平面就會想到敵人 洗完臉後對著鏡子就會想塔塔開ㄟ 一看到熟人就會想到阿爾敏
討厭啦,
【閒聊】室內設計業第三年，問都問,RT，最近不用加班很開心出路、裝潢、修繕、預算的問題都可以問 想到就回，尷尬不自D
楓之谷成人版,我一直覺得這遊戲可以有更多可能性 撇除遊戲以外 和跟拳頭一樣動畫很棒 遊戲很糟 韓國遊戲好多都這樣 頂級人設 遊戲性0分 我到現在還是會去固定找艾爾之光的瑟圖
【問題】每次反駁場外宅男後 對方不回,就覺得浪費時間
【攻略】我==,醒== ㄌ==
【問題】為什麼甲甲不露身材好像會死？,身材不一定好就算了 搞得好像甲甲都自戀狂 背心一定要透出奶頭 短褲又很短 又顯現出那一包 腳毛還不除 很噁心 進階版 不穿衣服 襪子套屌 只穿內褲 這些人臉皮到底有多厚啊？？…
【問題】所以恩恩爸現在是準備選議員還是立委?,而且民進黨只報恩恩爸基隆那個死的不聞不問? 是雙標嗎?
【密技】清姬的乙狀結腸,pixiv
【情報】我在場外送了150多顆未來頭,這些未來頭將會成為新世代生力軍的種子 什麼黃頭綠頭已經是舊時代的敗北者 未來就是未來頭的天下了
【問題】有人玩過「侍神大亂戰」嗎？,好像很有趣也很耐玩樣子！
【情報】三立新八點檔「一家團圓」討論串,度的 開播第一天開串紀念 也能作回顧劇情用 感謝天之驕女曾經帶給我們的...並沒有 度的 開播第一天開串紀念 也能作回顧劇情用 感謝炮仔聲曾經帶給我們的...當我沒說 ＿＿＿＿＿…
【情報】來！你對神奇寶貝有什麼疑惑，我幫你解答,來 其他人也能幫忙 有其他人回答我就跳過
【情報】不問蒼生只問凱留,
【問題】跳電=.=,半夜跳電..
【心得】曾在半導體業擔任總經理的我,現在中年失業在麥當勞炸薯條不敢讓前同事知道的心酸 我，壓力好大
【討論】輸在哪,他能讓我溼。
【問題】有些主管連自己的下體都管不住 要怎麼管理下屬,老婆每天打電話來問有沒有上班 甚至直接跑到店裡來偷看 ㄍㄋㄋ 外遇的又不是我 是乾哇屁蘇喔？
【問題】今天下午快五點提醒我丟垃圾,再不丟就滿了
【討論】場外有罵總統的文章，為什麼站方都不管啊?,場外有罵總統的文章 已經是人身攻擊的範圍 我很難過巴哈的素質已經變這麼差 為什麼站方都不管、不刪啊?
【問題】動畫瘋會上什麼,RT
【密技】我是極右人士 問都問,我想把這沒營養的論壇給抄掉
【心得】怎麼可以叫人去死一死呢,他媽的誰都別想提早離開這垃圾世界
【閒聊】有人交往過病嬌或恐怖情人嗎？,RT好奇你各位的經歷 有的話對於那段感情有什麼評價 好想看點現實發生的感情鬼故事= =
【情報】富樂快篩劑條碼「全山寨」海關竟未查 藍營怒控：跨部會包庇,富樂快篩劑條碼「全山寨」海關竟未查 藍營怒控：跨部會包庇 11:102022/06/18 中時 周志豪 黑心富樂快篩劑爭議延燒，立法院國民黨團上午開記者會出示販售至台灣的富樂快篩劑外包裝…
【討論】為什麼FB一堆支那短視頻?,幹 我看到快吐血，手機點開推薦影片滿滿都是 我家人還傳一堆給我 而且畫面還都是把橫的畫面變形成直的，看到都快瞎了 = =
輝夜姬最婆的是誰呀？,你認為呢 主角本人 亂源馬麻 萬能女僕 會長妹妹 風紀狂犬 傲嬌前輩 三年級女神
【心得】場外射精區是這裡嗎,我要掛號
【問題】關於電梯阿伯能落得了人拿下逆轉勝的疑問.....?,如題 有點好奇 為了學術研究 明明過程中都沒看到阿伯拿起手機求救 在救援時刻，電梯還沒開門的時候 阿伯就知道會有援軍，所以就先往後看並往旁邊跳 可是阿伯他到底是怎麼落人…
【問題】現在麥塊的紅石機關怎麼越來越複雜了,我是1.0版本的老人 最近回來玩一下 網路上的一堆紅石影片我完全看不懂 紅石機器能自己行走是啥鬼 我那時發明一個紅石電梯和密碼門就已經覺得自己很猛了 現在這些到底是甚麼巫…
【百合】百合能量集中串,求更多更多的百合能量乃，聚集更多更多的百合
【情報】真相大白！中央誤貼新北市府背黑鍋 侯友宜被白罵好幾天,新北市政府在恩恩案中被指通聯資料上說謊造假一事，今天真相終於大白。中央流行疫情指揮中心發言人莊人祥今（28）日證實，民進黨立委林楚茵貼出的時序表格，的確是指揮中心…
【閒聊】來回味一下當年的小龜,我年輕打遊戲也是這樣
【東方】誰可以告訴我為什麼這部影片有567萬點閱,如題 還比原版多300萬點閱率也...而且原版已經發佈11年的說，無法理解 原片： 不過我已經不知道點開多少遍了，就算聽不懂在唱什麼，但看萃香跳舞覺得好療癒
【情報】Sony攜手本田，預計2025年推出電動車！安全為最重要性能,新聞發布日期： 2022年7月1日 週五 上午9:36 媒體來源： 數位時代 完整新聞標題： Sony攜手本田，預計2025年推出電動車！安全為最重要性能 完整新聞內容： 2022年7月1日 週五 上午9:36 So…
【情報】國產遊戲Gang Start：異世界極道傳說，超佛手遊開服囉！！佛心公司補償500石記得領！！,如題，大家趕快來先下載吧！GNN介紹:https://gnn.gamer.com.tw/detail.php?sn=232499 官網:https://www.sick-game.com/gs/ 戰鬥主軸為「翻牌」、「消除」(以下圖片都是GNN的)
